timestamp,match_datetime,match_day,match_month,match_year,match_hour,match_minute,robot,method,league,g1_time,g1_score,g2_time,g2_score,g3_time,g3_score,win,type
1646518560.0,05/03/2022 18:16,5,3,2022,18,16,robô 1,:england:,ligas américa,16,0,19,1,22,0,1,bts
1646524740.0,05/03/2022 19:59,5,3,2022,19,59,robô 1,:england:,ligas américa,58,1,01,0,04,0,1,bts
1646525580.0,05/03/2022 20:13,5,3,2022,20,13,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,bts
1646526540.0,05/03/2022 20:29,5,3,2022,20,29,robô 1,:england:,ligas américa,28,0,31,1,34,0,1,bts
1646527920.0,05/03/2022 20:52,5,3,2022,20,52,robô 1,:england:,ligas américa,52,0,55,1,58,0,1,over
1646529180.0,05/03/2022 21:13,5,3,2022,21,13,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,bts
1646529720.0,05/03/2022 21:22,5,3,2022,21,22,robô 1,:england:,ligas américa,22,0,25,1,28,0,1,over
1646532240.0,05/03/2022 22:04,5,3,2022,22,4,robô 1,:england:,ligas américa,04,0,07,0,10,0,0,bts
1646533500.0,05/03/2022 22:25,5,3,2022,22,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
1646534580.0,05/03/2022 22:43,5,3,2022,22,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
1646564640.0,06/03/2022 07:04,6,3,2022,7,4,robô 1,:england:,ligas américa,04,1,07,0,10,0,1,bts
1646567340.0,06/03/2022 07:49,6,3,2022,7,49,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,bts
1646570220.0,06/03/2022 08:37,6,3,2022,8,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,over
1646570760.0,06/03/2022 08:46,6,3,2022,8,46,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,bts
1646573460.0,06/03/2022 09:31,6,3,2022,9,31,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,bts
1646573820.0,06/03/2022 09:37,6,3,2022,9,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,bts
1646576520.0,06/03/2022 10:22,6,3,2022,10,22,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,bts
1646584800.0,06/03/2022 12:40,6,3,2022,12,40,robô 1,:england:,ligas américa,40,0,43,1,46,0,1,over
1646586600.0,06/03/2022 13:10,6,3,2022,13,10,robô 1,:england:,ligas américa,10,1,13,0,16,0,1,bts
1646586960.0,06/03/2022 13:16,6,3,2022,13,16,robô 1,:england:,ligas américa,16,0,19,0,22,0,0,over
1646588580.0,06/03/2022 13:43,6,3,2022,13,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
1646591340.0,06/03/2022 14:29,6,3,2022,14,29,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,bts
1646593680.0,06/03/2022 15:08,6,3,2022,15,8,robô 1,:england:,ligas américa,07,1,10,0,13,0,1,bts
1646595660.0,06/03/2022 15:41,6,3,2022,15,41,robô 1,:england:,ligas américa,40,0,43,0,46,0,0,bts
1646597460.0,06/03/2022 16:11,6,3,2022,16,11,robô 1,:england:,ligas américa,10,0,13,0,16,0,0,over
1646601720.0,06/03/2022 17:22,6,3,2022,17,22,robô 1,:england:,ligas américa,22,0,25,1,28,0,1,bts
1646603220.0,06/03/2022 17:47,6,3,2022,17,47,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,bts
1646604300.0,06/03/2022 18:05,6,3,2022,18,5,robô 1,:england:,ligas américa,04,0,07,1,10,0,1,bts
1646606760.0,06/03/2022 18:46,6,3,2022,18,46,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,over
1646607480.0,06/03/2022 18:58,6,3,2022,18,58,robô 1,:england:,ligas américa,58,0,01,0,04,1,1,bts
1646612400.0,06/03/2022 20:20,6,3,2022,20,20,robô 1,:england:,ligas américa,19,0,22,0,25,1,1,bts
1646614860.0,06/03/2022 21:01,6,3,2022,21,1,robô 1,:england:,ligas américa,01,0,04,1,07,0,1,over
1646620140.0,06/03/2022 22:29,6,3,2022,22,29,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,over
1646652480.0,07/03/2022 07:28,7,3,2022,7,28,robô 1,:england:,ligas américa,28,0,31,1,34,0,1,bts
1646653980.0,07/03/2022 07:53,7,3,2022,7,53,robô 1,:england:,ligas américa,52,0,55,1,58,0,1,bts
1646655360.0,07/03/2022 08:16,7,3,2022,8,16,robô 1,:england:,ligas américa,16,1,19,0,22,0,1,bts
1646661480.0,07/03/2022 09:58,7,3,2022,9,58,robô 1,:england:,ligas américa,58,0,01,0,04,1,1,bts
1646662740.0,07/03/2022 10:19,7,3,2022,10,19,robô 1,:england:,ligas américa,19,0,22,0,25,1,1,bts
1646664360.0,07/03/2022 10:46,7,3,2022,10,46,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,bts
1646664960.0,07/03/2022 10:56,7,3,2022,10,56,robô 1,:england:,ligas américa,55,0,58,0,01,0,0,over
1646675580.0,07/03/2022 13:53,7,3,2022,13,53,robô 1,:england:,ligas américa,52,1,55,0,58,0,1,bts
1646678460.0,07/03/2022 14:41,7,3,2022,14,41,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,bts
1646685060.0,07/03/2022 16:31,7,3,2022,16,31,robô 1,:england:,ligas américa,31,0,34,1,37,0,1,bts
1646686920.0,07/03/2022 17:02,7,3,2022,17,2,robô 1,:england:,ligas américa,01,1,04,0,07,0,1,bts
1646688300.0,07/03/2022 17:25,7,3,2022,17,25,robô 1,:england:,ligas américa,25,0,28,1,31,0,1,bts
1646689020.0,07/03/2022 17:37,7,3,2022,17,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,over
1646689260.0,07/03/2022 17:41,7,3,2022,17,41,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,bts
1646690640.0,07/03/2022 18:04,7,3,2022,18,4,robô 1,:england:,ligas américa,04,1,07,0,10,0,1,bts
1646691540.0,07/03/2022 18:19,7,3,2022,18,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,bts
1646692320.0,07/03/2022 18:32,7,3,2022,18,32,robô 1,:england:,ligas américa,31,0,34,1,37,0,1,bts
1646696100.0,07/03/2022 19:35,7,3,2022,19,35,robô 1,:england:,ligas américa,34,0,37,1,40,0,1,over
1646702160.0,07/03/2022 21:16,7,3,2022,21,16,robô 1,:england:,ligas américa,16,1,19,0,22,0,1,bts
1646740860.0,08/03/2022 08:01,8,3,2022,8,1,robô 1,:england:,ligas américa,01,1,04,0,07,0,1,bts
1646742300.0,08/03/2022 08:25,8,3,2022,8,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
1646742900.0,08/03/2022 08:35,8,3,2022,8,35,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,over
1646745420.0,08/03/2022 09:17,8,3,2022,9,17,robô 1,:england:,ligas américa,16,0,19,0,22,1,1,bts
1646746140.0,08/03/2022 09:29,8,3,2022,9,29,robô 1,:england:,ligas américa,28,0,31,1,34,0,1,bts
1646747160.0,08/03/2022 09:46,8,3,2022,9,46,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,bts
1646748240.0,08/03/2022 10:04,8,3,2022,10,4,robô 1,:england:,ligas américa,04,0,07,0,10,1,1,bts
1646756760.0,08/03/2022 12:26,8,3,2022,12,26,robô 1,:england:,ligas américa,25,0,28,0,31,1,1,over
1646762340.0,08/03/2022 13:59,8,3,2022,13,59,robô 1,:england:,ligas américa,58,0,01,1,04,0,1,bts
1646765880.0,08/03/2022 14:58,8,3,2022,14,58,robô 1,:england:,ligas américa,58,1,01,0,04,0,1,bts
1646766420.0,08/03/2022 15:07,8,3,2022,15,7,robô 1,:england:,ligas américa,07,0,10,0,13,0,0,bts
1646769660.0,08/03/2022 16:01,8,3,2022,16,1,robô 1,:england:,ligas américa,01,1,04,0,07,0,1,bts
1646771880.0,08/03/2022 16:38,8,3,2022,16,38,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,bts
1646773080.0,08/03/2022 16:58,8,3,2022,16,58,robô 1,:england:,ligas américa,58,1,01,0,04,0,1,bts
1646773680.0,08/03/2022 17:08,8,3,2022,17,8,robô 1,:england:,ligas américa,07,1,10,0,13,0,1,over
1646775120.0,08/03/2022 17:32,8,3,2022,17,32,robô 1,:england:,ligas américa,31,0,34,1,37,0,1,bts
1646778300.0,08/03/2022 18:25,8,3,2022,18,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
1646779260.0,08/03/2022 18:41,8,3,2022,18,41,robô 1,:england:,ligas américa,40,0,43,0,46,0,0,bts
1646781600.0,08/03/2022 19:20,8,3,2022,19,20,robô 1,:england:,ligas américa,19,0,22,0,25,0,0,bts
1646787000.0,08/03/2022 20:50,8,3,2022,20,50,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,bts
1646829120.0,09/03/2022 08:32,9,3,2022,8,32,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,bts
1646829840.0,09/03/2022 08:44,9,3,2022,8,44,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,over
1646831220.0,09/03/2022 09:07,9,3,2022,9,7,robô 1,:england:,ligas américa,07,0,10,1,13,0,1,bts
1646832660.0,09/03/2022 09:31,9,3,2022,9,31,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,bts
1646836800.0,09/03/2022 10:40,9,3,2022,10,40,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,bts
1646837340.0,09/03/2022 10:49,9,3,2022,10,49,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,bts
1646843640.0,09/03/2022 12:34,9,3,2022,12,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,bts
1646846160.0,09/03/2022 13:16,9,3,2022,13,16,robô 1,:england:,ligas américa,16,0,19,1,22,0,1,over
1646848140.0,09/03/2022 13:49,9,3,2022,13,49,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,bts
1646848500.0,09/03/2022 13:55,9,3,2022,13,55,robô 1,:england:,ligas américa,55,1,58,0,01,0,1,bts
1646849100.0,09/03/2022 14:05,9,3,2022,14,5,robô 1,:england:,ligas américa,04,1,07,0,10,0,1,bts
1646851020.0,09/03/2022 14:37,9,3,2022,14,37,robô 1,:england:,ligas américa,37,0,40,0,43,1,1,bts
1646852700.0,09/03/2022 15:05,9,3,2022,15,5,robô 1,:england:,ligas américa,04,1,07,0,10,0,1,over
1646854260.0,09/03/2022 15:31,9,3,2022,15,31,robô 1,:england:,ligas américa,31,0,34,1,37,0,1,bts
1646854860.0,09/03/2022 15:41,9,3,2022,15,41,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,bts
1646858460.0,09/03/2022 16:41,9,3,2022,16,41,robô 1,:england:,ligas américa,40,0,43,0,46,1,1,over
1646861640.0,09/03/2022 17:34,9,3,2022,17,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,over
1646865240.0,09/03/2022 18:34,9,3,2022,18,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,bts
1646866860.0,09/03/2022 19:01,9,3,2022,19,1,robô 1,:england:,ligas américa,01,0,04,0,07,1,1,over
1646869740.0,09/03/2022 19:49,9,3,2022,19,49,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,bts
1646871360.0,09/03/2022 20:16,9,3,2022,20,16,robô 1,:england:,ligas américa,16,0,19,1,22,0,1,bts
1646871900.0,09/03/2022 20:25,9,3,2022,20,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,over
1646872800.0,09/03/2022 20:40,9,3,2022,20,40,robô 1,:england:,ligas américa,40,0,43,1,46,0,1,over
1646873520.0,09/03/2022 20:52,9,3,2022,20,52,robô 1,:england:,ligas américa,52,1,55,0,58,0,1,over
1646875500.0,09/03/2022 21:25,9,3,2022,21,25,robô 1,:england:,ligas américa,25,0,28,1,31,0,1,over
1646876760.0,09/03/2022 21:46,9,3,2022,21,46,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,bts
1646877480.0,09/03/2022 21:58,9,3,2022,21,58,robô 1,:england:,ligas américa,58,1,01,0,04,0,1,bts
1646877660.0,09/03/2022 22:01,9,3,2022,22,1,robô 1,:england:,ligas américa,01,0,04,1,07,0,1,over
1646878200.0,09/03/2022 22:10,9,3,2022,22,10,robô 1,:england:,ligas américa,10,0,13,1,16,0,1,bts
1646878740.0,09/03/2022 22:19,9,3,2022,22,19,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,bts
1646879640.0,09/03/2022 22:34,9,3,2022,22,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,over
1646913900.0,10/03/2022 08:05,10,3,2022,8,5,robô 1,:england:,ligas américa,04,0,07,0,10,1,1,over
1646915820.0,10/03/2022 08:37,10,3,2022,8,37,robô 1,:england:,ligas américa,37,0,40,0,43,1,1,bts
1646917620.0,10/03/2022 09:07,10,3,2022,9,7,robô 1,:england:,ligas américa,07,1,10,0,13,0,1,bts
1646919060.0,10/03/2022 09:31,10,3,2022,9,31,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,bts
1646933640.0,10/03/2022 13:34,10,3,2022,13,34,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,bts
1646935080.0,10/03/2022 13:58,10,3,2022,13,58,robô 1,:england:,ligas américa,58,1,01,0,04,0,1,bts
1646938320.0,10/03/2022 14:52,10,3,2022,14,52,robô 1,:england:,ligas américa,52,1,55,0,58,0,1,over
1646940120.0,10/03/2022 15:22,10,3,2022,15,22,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,bts
1646941020.0,10/03/2022 15:37,10,3,2022,15,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,bts
1646941740.0,10/03/2022 15:49,10,3,2022,15,49,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,over
1646944500.0,10/03/2022 16:35,10,3,2022,16,35,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,bts
1646945040.0,10/03/2022 16:44,10,3,2022,16,44,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,over
1646945700.0,10/03/2022 16:55,10,3,2022,16,55,robô 1,:england:,ligas américa,55,1,58,0,01,0,1,bts
1646947740.0,10/03/2022 17:29,10,3,2022,17,29,robô 1,:england:,ligas américa,28,0,31,1,34,0,1,over
1646948640.0,10/03/2022 17:44,10,3,2022,17,44,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
1646948940.0,10/03/2022 17:49,10,3,2022,17,49,robô 1,:england:,ligas américa,49,0,52,1,55,0,1,bts
1646950200.0,10/03/2022 18:10,10,3,2022,18,10,robô 1,:england:,ligas américa,10,1,13,0,16,0,1,bts
1646951100.0,10/03/2022 18:25,10,3,2022,18,25,robô 1,:england:,ligas américa,25,0,28,0,31,1,1,bts
1646952000.0,10/03/2022 18:40,10,3,2022,18,40,robô 1,:england:,ligas américa,40,0,43,0,46,1,1,over
1646955120.0,10/03/2022 19:32,10,3,2022,19,32,robô 1,:england:,ligas américa,31,0,34,1,37,0,1,bts
1646956680.0,10/03/2022 19:58,10,3,2022,19,58,robô 1,:england:,ligas américa,58,1,01,0,04,0,1,bts
1646957040.0,10/03/2022 20:04,10,3,2022,20,4,robô 1,:england:,ligas américa,04,1,07,0,10,0,1,bts
1646957940.0,10/03/2022 20:19,10,3,2022,20,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,bts
1646958120.0,10/03/2022 20:22,10,3,2022,20,22,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,over
1646961540.0,10/03/2022 21:19,10,3,2022,21,19,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,over
1646962080.0,10/03/2022 21:28,10,3,2022,21,28,robô 1,:england:,ligas américa,28,0,31,1,34,0,1,bts
1646962440.0,10/03/2022 21:34,10,3,2022,21,34,robô 1,:england:,ligas américa,34,0,37,0,40,0,0,over
1646962980.0,10/03/2022 21:43,10,3,2022,21,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
1647000060.0,11/03/2022 08:01,11,3,2022,8,1,robô 1,:england:,ligas américa,01,0,04,1,07,0,1,over
1647000780.0,11/03/2022 08:13,11,3,2022,8,13,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,bts
1647001740.0,11/03/2022 08:29,11,3,2022,8,29,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,bts
1647002100.0,11/03/2022 08:35,11,3,2022,8,35,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,bts
1647004740.0,11/03/2022 09:19,11,3,2022,9,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,bts
1647005520.0,11/03/2022 09:32,11,3,2022,9,32,robô 1,:england:,ligas américa,31,0,34,0,37,0,0,over
1647006000.0,11/03/2022 09:40,11,3,2022,9,40,robô 1,:england:,ligas américa,40,0,43,0,46,0,0,bts
1647010320.0,11/03/2022 10:52,11,3,2022,10,52,robô 1,:england:,ligas américa,52,0,55,1,58,0,1,bts
1647016980.0,11/03/2022 12:43,11,3,2022,12,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
1647017700.0,11/03/2022 12:55,11,3,2022,12,55,robô 1,:england:,ligas américa,55,0,58,1,01,0,1,over
1647020220.0,11/03/2022 13:37,11,3,2022,13,37,robô 1,:england:,ligas américa,37,0,40,1,43,0,1,bts
1647021540.0,11/03/2022 13:59,11,3,2022,13,59,robô 1,:england:,ligas américa,58,1,01,0,04,0,1,bts
1647024000.0,11/03/2022 14:40,11,3,2022,14,40,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,over
1647028140.0,11/03/2022 15:49,11,3,2022,15,49,robô 1,:england:,ligas américa,49,0,52,1,55,0,1,bts
1647029100.0,11/03/2022 16:05,11,3,2022,16,5,robô 1,:england:,ligas américa,04,1,07,0,10,0,1,bts
1647029640.0,11/03/2022 16:14,11,3,2022,16,14,robô 1,:england:,ligas américa,13,1,16,0,19,0,1,bts
1647031380.0,11/03/2022 16:43,11,3,2022,16,43,robô 1,:england:,ligas américa,43,0,46,1,49,0,1,bts
1647032880.0,11/03/2022 17:08,11,3,2022,17,8,robô 1,:england:,ligas américa,07,0,10,0,13,0,0,bts
1647035580.0,11/03/2022 17:53,11,3,2022,17,53,robô 1,:england:,ligas américa,52,0,55,0,58,0,0,bts
1647038400.0,11/03/2022 18:40,11,3,2022,18,40,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,over
1647038760.0,11/03/2022 18:46,11,3,2022,18,46,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,bts
1647040920.0,11/03/2022 19:22,11,3,2022,19,22,robô 1,:england:,ligas américa,22,0,25,1,28,0,1,over
1647042360.0,11/03/2022 19:46,11,3,2022,19,46,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,over
1647043800.0,11/03/2022 20:10,11,3,2022,20,10,robô 1,:england:,ligas américa,10,0,13,1,16,0,1,bts
1647046860.0,11/03/2022 21:01,11,3,2022,21,1,robô 1,:england:,ligas américa,01,1,04,0,07,0,1,bts
1647047580.0,11/03/2022 21:13,11,3,2022,21,13,robô 1,:england:,ligas américa,13,0,16,1,19,0,1,bts
1647049020.0,11/03/2022 21:37,11,3,2022,21,37,robô 1,:england:,ligas américa,37,1,40,0,43,0,1,over
1647084120.0,12/03/2022 07:22,12,3,2022,7,22,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,bts
1647087000.0,12/03/2022 08:10,12,3,2022,8,10,robô 1,:england:,ligas américa,10,1,13,0,16,0,1,bts
1647088320.0,12/03/2022 08:32,12,3,2022,8,32,robô 1,:england:,ligas américa,31,0,34,0,37,1,1,bts
1647106260.0,12/03/2022 13:31,12,3,2022,13,31,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,bts
1647106860.0,12/03/2022 13:41,12,3,2022,13,41,robô 1,:england:,ligas américa,40,0,43,1,46,0,1,over
1647109860.0,12/03/2022 14:31,12,3,2022,14,31,robô 1,:england:,ligas américa,31,0,34,1,37,0,1,bts
1647111480.0,12/03/2022 14:58,12,3,2022,14,58,robô 1,:england:,ligas américa,58,1,01,0,04,0,1,over
1647113520.0,12/03/2022 15:32,12,3,2022,15,32,robô 1,:england:,ligas américa,31,0,34,1,37,0,1,bts
1647116340.0,12/03/2022 16:19,12,3,2022,16,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,bts
1647116700.0,12/03/2022 16:25,12,3,2022,16,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,over
1647117240.0,12/03/2022 16:34,12,3,2022,16,34,robô 1,:england:,ligas américa,34,0,37,1,40,0,1,bts
1647127860.0,12/03/2022 19:31,12,3,2022,19,31,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,bts
1647129660.0,12/03/2022 20:01,12,3,2022,20,1,robô 1,:england:,ligas américa,01,1,04,0,07,0,1,over
1647130560.0,12/03/2022 20:16,12,3,2022,20,16,robô 1,:england:,ligas américa,16,1,19,0,22,0,1,bts
1647130740.0,12/03/2022 20:19,12,3,2022,20,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,over
1647131280.0,12/03/2022 20:28,12,3,2022,20,28,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,bts
1647131460.0,12/03/2022 20:31,12,3,2022,20,31,robô 1,:england:,ligas américa,31,0,34,0,37,1,1,over
1647131820.0,12/03/2022 20:37,12,3,2022,20,37,robô 1,:england:,ligas américa,37,0,40,1,43,0,1,bts
1647133800.0,12/03/2022 21:10,12,3,2022,21,10,robô 1,:england:,ligas américa,10,1,13,0,16,0,1,bts
1647135060.0,12/03/2022 21:31,12,3,2022,21,31,robô 1,:england:,ligas américa,31,0,34,1,37,0,1,bts
1647138660.0,12/03/2022 22:31,12,3,2022,22,31,robô 1,:england:,ligas américa,31,0,34,0,37,1,1,bts
1647175440.0,13/03/2022 08:44,13,3,2022,8,44,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
1647178680.0,13/03/2022 09:38,13,3,2022,9,38,robô 1,:england:,ligas américa,37,0,40,1,43,0,1,bts
1647179880.0,13/03/2022 09:58,13,3,2022,9,58,robô 1,:england:,ligas américa,58,1,01,0,04,0,1,over
1647181380.0,13/03/2022 10:23,13,3,2022,10,23,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,bts
1647182760.0,13/03/2022 10:46,13,3,2022,10,46,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,bts
1647190320.0,13/03/2022 12:52,13,3,2022,12,52,robô 1,:england:,ligas américa,52,1,55,0,58,0,1,bts
1647190860.0,13/03/2022 13:01,13,3,2022,13,1,robô 1,:england:,ligas américa,01,0,04,1,07,0,1,bts
1647194700.0,13/03/2022 14:05,13,3,2022,14,5,robô 1,:england:,ligas américa,04,0,07,1,10,0,1,bts
1647195540.0,13/03/2022 14:19,13,3,2022,14,19,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,bts
1647197940.0,13/03/2022 14:59,13,3,2022,14,59,robô 1,:england:,ligas américa,58,0,01,1,04,0,1,bts
1647199920.0,13/03/2022 15:32,13,3,2022,15,32,robô 1,:england:,ligas américa,34,1,37,0,40,0,1,bts
1647204060.0,13/03/2022 16:41,13,3,2022,16,41,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,over
1647205140.0,13/03/2022 16:59,13,3,2022,16,59,robô 1,:england:,ligas américa,58,1,01,0,04,0,1,over
1647206760.0,13/03/2022 17:26,13,3,2022,17,26,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,over
1647209040.0,13/03/2022 18:04,13,3,2022,18,4,robô 1,:england:,ligas américa,04,0,07,0,10,1,1,bts
1647210120.0,13/03/2022 18:22,13,3,2022,18,22,robô 1,:england:,ligas américa,22,0,25,1,28,0,1,over
1647211560.0,13/03/2022 18:46,13,3,2022,18,46,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,over
1647212280.0,13/03/2022 18:58,13,3,2022,18,58,robô 1,:england:,ligas américa,58,0,01,0,04,0,0,bts
1647212880.0,13/03/2022 19:08,13,3,2022,19,8,robô 1,:england:,ligas américa,07,0,10,0,13,0,0,over
1647213540.0,13/03/2022 19:19,13,3,2022,19,19,robô 1,:england:,ligas américa,19,1,22,0,25,0,1,bts
1647214260.0,13/03/2022 19:31,13,3,2022,19,31,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,bts
1647214800.0,13/03/2022 19:40,13,3,2022,19,40,robô 1,:england:,ligas américa,40,0,43,1,46,0,1,bts
1647215340.0,13/03/2022 19:49,13,3,2022,19,49,robô 1,:england:,ligas américa,49,0,52,1,55,0,1,bts
1647216240.0,13/03/2022 20:04,13,3,2022,20,4,robô 1,:england:,ligas américa,04,1,07,0,10,0,1,over
1647217680.0,13/03/2022 20:28,13,3,2022,20,28,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,over
1647218940.0,13/03/2022 20:49,13,3,2022,20,49,robô 1,:england:,ligas américa,49,0,52,1,55,0,1,over
1647219840.0,13/03/2022 21:04,13,3,2022,21,4,robô 1,:england:,ligas américa,04,1,07,0,10,0,1,over
1647220920.0,13/03/2022 21:22,13,3,2022,21,22,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,over
1647222600.0,13/03/2022 21:50,13,3,2022,21,50,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,bts
1647223680.0,13/03/2022 22:08,13,3,2022,22,8,robô 1,:england:,ligas américa,07,0,10,1,13,0,1,bts
1647224520.0,13/03/2022 22:22,13,3,2022,22,22,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,over
1647224700.0,13/03/2022 22:25,13,3,2022,22,25,robô 1,:england:,ligas américa,25,1,28,0,31,0,1,bts
1647225600.0,13/03/2022 22:40,13,3,2022,22,40,robô 1,:england:,ligas américa,40,0,43,1,46,0,1,over
1647226200.0,13/03/2022 22:50,13,3,2022,22,50,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,over
1647258540.0,14/03/2022 07:49,14,3,2022,7,49,robô 1,:england:,ligas américa,49,0,52,0,55,1,1,bts
1647261780.0,14/03/2022 08:43,14,3,2022,8,43,robô 1,:england:,ligas américa,43,1,46,0,49,0,1,bts
1647264180.0,14/03/2022 09:23,14,3,2022,9,23,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,bts
1647267780.0,14/03/2022 10:23,14,3,2022,10,23,robô 1,:england:,ligas américa,22,1,25,0,28,0,1,over
1647268140.0,14/03/2022 10:29,14,3,2022,10,29,robô 1,:england:,ligas américa,28,1,31,0,34,0,1,bts
1647269340.0,14/03/2022 10:49,14,3,2022,10,49,robô 1,:england:,ligas américa,49,1,52,0,55,0,1,over
1647274560.0,14/03/2022 12:16,14,3,2022,12,16,robô 1,:england:,ligas américa,16,1,19,0,22,0,1,bts
1647275460.0,14/03/2022 12:31,14,3,2022,12,31,robô 1,:england:,ligas américa,31,1,34,0,37,0,1,bts
1647276240.0,14/03/2022 12:44,14,3,2022,12,44,robô 1,:england:,ligas américa,43,0,46,1,49,0,1,bts
1647280860.0,14/03/2022 14:01,14,3,2022,14,1,robô 1,:england:,ligas américa,01,0,04,0,07,0,0,bts
1647283200.0,14/03/2022 14:40,14,3,2022,14,40,robô 1,:england:,ligas américa,40,1,43,0,46,0,1,bts
1647283620.0,14/03/2022 14:47,14,3,2022,14,47,robô 1,:england:,ligas américa,46,1,49,0,52,0,1,bts
1647285540.0,14/03/2022 15:19,14,3,2022,15,19,robô 1,:england:,ligas américa,19,0,22,1,25,0,1,bts
1647286140.0,14/03/2022 15:29,14,3,2022,15,29,robô 1,:england:,ligas américa,28,0,31,1,34,0,1,over
1647287220.0,14/03/2022 15:47,14,3,2022,15,47,robô 1,:england:,ligas américa,46,0,49,1,52,0,1,bts
1647288660.0,14/03/2022 16:11,14,3,2022,16,11,robô 1,:england:,ligas américa,10,1,13,0,16,0,1,over
